"Is.Non.Annual.","Days","Tuition","School.Type","Parent.Meeting.Flag","MDR.High.Grade","Income.Level","School.Sponsor","SPR.New.Existing","NumberOfMeetingswithParents","DifferenceTraveltoLastMeeting","SchoolGradeTypeHigh","FPP.to.School.enrollment","FPP.to.PAX","SchoolSizeIndicator","Retained.in.2012.","frp.active","cancellation","cancelled.PAX","fpp","trend"
0,5,2023,"PUBLIC",1,8,"N",0,"NEW",2,270,"Middle",0.021798365,0.888888889,"S-M",0,0.625,1.6,1.125,"small","0"
0,5,1898,"PUBLIC",1,8,"Q",0,"NEW",1,190,"Middle",0.004541326,0.833333333,"L",0,0,Inf,1,"small","0"
0,5,1767,"PUBLIC",1,8,"N",0,"NEW",2,262,"Middle",0.044088176,0.916666667,"S-M",1,0.681818181818182,0.133333333333333,0.0909090909090909,"safe","0"
0,5,2028,"PUBLIC",1,8,"L",0,"NEW",1,264,"High",0.022813688,0.857142857,"S",0,0.333333333333333,1,0.333333333333333,"small","1"
1,5,2315,"PUBLIC",1,6,"P",0,"EXISTING",2,299,"Middle",0.010294118,0.875,"M-L",0,0.714285714285714,0,0,"small","0"
0,5,1995,"PUBLIC",1,8,"Q",0,"NEW",1,269,"Middle",0.011278195,0.9,"M-L",0,0.444444444444444,1.25,0.666666666666667,"small","0"
0,5,2125,"Catholic",0,8,"L",0,"EXISTING",0,168,"Middle",0.048571429,0.944444444,"S-M",0,0.176470588235294,0,0,"critical","0"
0,5,1995,"PUBLIC",1,8,"C",0,"NEW",1,262,"Middle",0.024827586,0.947368421,"M-L",0,0.666666666666667,0.583333333333333,0.833333333333333,"critical","0"
0,5,1798,"PUBLIC",0,7,"Q",0,"EXISTING",0,282,"Middle",0.078774617,0.923076923,"S-M",1,0.638888888888889,0.173913043478261,0.0833333333333333,"large","0"
0,5,1999,"PUBLIC",1,8,"G",0,"NEW",1,249,"Middle",0.005263158,0.833333333,"L",1,0.6,1,1.6,"small","0"
0,5,2199,"PUBLIC",0,8,"Q",0,"EXISTING",0,256,"Middle",0.031331593,0.837209302,"L",1,0.611111111111111,0.136363636363636,0.222222222222222,"large","0"
1,6,1179,"PUBLIC",1,8,"L",0,"EXISTING",1,269,"Middle",0.236842105,0.918367347,"S",0,0.533333333333333,0.166666666666667,0.0888888888888889,"large","0"
0,3,459,"CHD",0,8,"P",0,"NEW",0,276,"Middle",0.040789474,0.96875,"M-L",0,0.483870967741935,0.266666666666667,0.129032258064516,"safe","0"
0,5,2257,"PUBLIC",1,8,"M",0,"EXISTING",1,283,"Middle",0.010155721,0.75,"L",1,0.333333333333333,0.4,0.4,"critical","1"
0,6,2197,"PUBLIC",1,8,"Q",0,"EXISTING",1,257,"Middle",0.034934498,0.914285714,"L",1,0.78125,0.36,0.25,"safe","1"
0,6,2513,"PUBLIC",1,6,"P",0,"NEW",1,272,"Middle",0.03250478,0.894736842,"S-M",0,0.588235294117647,0,0.0588235294117647,"critical","0"
0,6,2534,"PUBLIC",1,8,"P",0,"EXISTING",1,277,"Middle",0.039783002,0.956521739,"S-M",0,0.590909090909091,0,0,"safe","0"
0,6,2455,"PUBLIC",1,8,"J",0,"EXISTING",1,264,"Middle",0.038461538,0.913043478,"S-M",1,0.666666666666667,0.214285714285714,0.285714285714286,"safe","0"
0,5,1999,"PUBLIC",1,8,"J",0,"EXISTING",1,271,"Middle",0.022082019,0.875,"M-L",0,0.714285714285714,0.6,0.5,"critical","1"
0,6,2129,"PUBLIC",1,12,"G",0,"EXISTING",1,276,"High",0.013478819,0.875,"L",1,0.666666666666667,0.357142857142857,0.333333333333333,"safe","0"
1,6,1959,"PUBLIC",1,8,"O",0,"EXISTING",1,235,"Middle",0.048,0.909090909,"M-L",0,0.8,0.375,0.333333333333333,"safe","1"
0,6,2126,"PUBLIC",1,6,"J",0,"NEW",1,236,"Elementary",0.023333333,0.933333333,"M-L",1,0.5,0,0,"critical","0"
0,7,2619,"PUBLIC",1,12,"J",0,"NEW",1,437,"High",0.002559181,0.8,"L",0,0.75,0.333333333333333,1.25,"small","0"
0,5,1857,"Private non-Christian",1,12,"L",0,"NEW",1,28,"High",0.017647059,0.9,"L",0,0,NA,0,"critical","0"
1,7,2389,"PUBLIC",1,12,"N",0,"NEW",1,250,"High",0.005841121,0.909090909,"L",1,0.8,0.125,0.2,"small","1"
0,7,2299,"PUBLIC",1,12,"P",0,"NEW",1,209,"High",0.007075472,0.9375,"L",0,0.6,0.333333333333333,0.133333333333333,"critical","0"
0,8,2894,"PUBLIC",1,8,"I",0,"EXISTING",2,263,"Middle",0.016455696,0.928571429,"M-L",1,0.461538461538462,0.166666666666667,0.0769230769230769,"critical","1"
0,8,2571,"Catholic",1,8,"P",0,"EXISTING",1,270,"Middle",0.072727273,0.914285714,"S-M",1,0.78125,0.64,0.03125,"safe","0"
0,4,1671,"PUBLIC",1,8,"I",0,"NEW",1,419,"Middle",0.011627907,0.8,"M-L",1,0.75,1.66666666666667,1.5,"small","0"
0,4,1548,"PUBLIC",1,8,"M",0,"NEW",1,243,"Middle",0.002607562,0.666666667,"M-L",1,1,1,1.5,"small","0"
1,4,1999,"PUBLIC",1,12,"L",0,"NEW",1,224,"High",0.010806916,0.882352941,"L",0,0.533333333333333,0.5,0.4,"critical","0"
0,4,1371,"CHD",0,8,"",0,"NEW",0,172,"Middle",0.018358531,0.888888889,"",0,0.6875,0.181818181818182,0.3125,"critical","0"
1,5,1774,"PUBLIC",1,8,"N",0,"EXISTING",2,271,"Middle",0.007049345,0.875,"L",0,0.857142857142857,0.333333333333333,0.285714285714286,"small","0"
0,5,1927,"PUBLIC",1,8,"M",0,"EXISTING",1,270,"Middle",0.031034483,0.9,"L",1,0.555555555555556,0.133333333333333,0.222222222222222,"safe","0"
0,1,199,"Catholic",0,8,"L",1,"EXISTING",0,192,"Middle",0.103846154,0.964285714,"S",1,0,NA,0,"safe","0"
1,5,1739,"PUBLIC",1,8,"L",0,"EXISTING",2,264,"Middle",0.07388535,0.90625,"M-L",0,0.793103448275862,0.108695652173913,0.137931034482759,"large","0"
0,5,2052,"PUBLIC",1,8,"P",0,"NEW",2,270,"Middle",0.03452381,0.852941176,"L",0,0.551724137931034,0.0625,0.0689655172413793,"safe","0"
0,5,2068,"PUBLIC",1,8,"E",0,"NEW",2,278,"High",0.055016181,0.944444444,"S",0,0.294117647058824,1.4,0.529411764705882,"critical","1"
1,4,2657,"PUBLIC",0,8,"G",0,"EXISTING",0,260,"High",0.002597403,1,"M-L",0,1,3,3,"small","0"
0,5,1980,"PUBLIC",0,8,"O",0,"NEW",0,254,"Middle",0.012618297,0.923076923,"L",0,0,NA,0.0833333333333333,"critical","0"
1,5,2066,"PUBLIC",1,6,"O",0,"NEW",2,272,"Middle",0.028957529,0.9375,"S-M",0,0.866666666666667,0.538461538461538,0.6,"critical","0"
0,5,1990,"PUBLIC",1,8,"E",0,"EXISTING",1,278,"Middle",0.02991453,0.777777778,"S",1,0.714285714285714,0.6,0.571428571428571,"small","0"
1,5,721,"PUBLIC",1,8,"H",0,"EXISTING",1,294,"High",0.5,0.93220339,"S",0,0.345454545454545,0.105263157894737,0.0363636363636364,"large","0"
0,5,2047,"PUBLIC",1,8,"G",0,"EXISTING",2,279,"Middle",0.017957351,0.941176471,"L",1,0.625,0.1,0.25,"critical","0"
0,5,2080,"PUBLIC",1,8,"G",0,"NEW",1,293,"Middle",0.058064516,0.857142857,"S",0,0.555555555555556,0,0,"critical","0"
0,3,359,"PUBLIC",1,8,"",0,"NEW",1,182,"Middle",0.028117359,0.921052632,"",1,0.485714285714286,0.294117647058824,0.171428571428571,"safe","0"
0,4,2029,"PUBLIC",1,8,"D",0,"NEW",1,530,"Middle",0.041152263,0.909090909,"S",0,0.7,1.85714285714286,1.1,"small","0"
0,5,2108,"PUBLIC",1,8,"Q",0,"EXISTING",2,270,"Middle",0.016190476,0.85,"L",0,0.764705882352941,0.0769230769230769,0.0588235294117647,"critical","0"
1,5,1699,"PUBLIC",1,12,"L",0,"EXISTING",1,271,"Middle",0.061818182,0.894736842,"S-M",0,0.764705882352941,0.115384615384615,0.176470588235294,"safe","0"
0,5,1884,"PUBLIC",1,8,"I",0,"NEW",1,216,"Undefined",0.016326531,0.923076923,"M-L",0,0.75,0.444444444444444,0.333333333333333,"critical","0"
0,6,1925,"PUBLIC",1,8,"Q",0,"EXISTING",1,254,"Middle",0.02464332,0.95,"M-L",1,0.631578947368421,0.25,0.157894736842105,"critical","1"
0,5,2233,"PUBLIC",1,8,"H",0,"EXISTING",1,273,"Middle",0.020599251,0.916666667,"S-M",1,1,0.181818181818182,0.363636363636364,"critical","0"
0,5,2382,"PUBLIC",1,8,"G",0,"NEW",2,258,"High",0.067256637,0.844444444,"S-M",0,0.157894736842105,1.83333333333333,0.578947368421053,"large","0"
0,5,1899,"PUBLIC",0,8,"",0,"NEW",0,256,"Middle",0.026919242,0.939393939,"",1,0,NA,0,"safe","0"
0,7,2183,"PUBLIC",1,8,"L",0,"EXISTING",1,279,"Middle",0.045521292,0.939393939,"M-L",1,0.354838709677419,0.272727272727273,0.0967741935483871,"safe","0"
0,7,2049,"PUBLIC",1,8,"N",1,"EXISTING",1,300,"Middle",0.026315789,0.892857143,"L",1,0.84,0.0952380952380952,0.2,"safe","0"
0,4,1539,"PUBLIC",1,8,"L",0,"EXISTING",1,203,"Middle",0.060869565,0.875,"S",1,0.5,0.285714285714286,0.214285714285714,"critical","0"
0,7,2084,"PUBLIC",1,12,"I",0,"NEW",2,266,"Middle",0.27,0.870967742,"S",0,0.555555555555556,0.4,0.296296296296296,"safe","0"
1,8,2692,"PUBLIC",1,8,"O",0,"EXISTING",1,235,"High",0.160714286,0.9375,"S",0,0.822222222222222,0.0540540540540541,0.0444444444444444,"large","0"
0,3,1211,"PUBLIC",0,8,"M",0,"NEW",0,273,"Elementary",0.011111111,0.75,"S",0,0.333333333333333,0,0,"small","0"
0,4,1734,"PUBLIC",0,8,"O",0,"EXISTING",0,300,"Middle",0.003333333,0.8,"L",0,1,0,0,"small","0"
0,4,1348,"PUBLIC",1,8,"K",0,"EXISTING",1,425,"Middle",0.032727273,0.947368421,"S-M",1,0.833333333333333,0,0.111111111111111,"critical","0"
0,4,2151,"PUBLIC",1,12,"L",0,"NEW",1,412,"High",0.051428571,0.9,"S-M",0,0.611111111111111,0.0909090909090909,0.0555555555555556,"critical","0"
0,4,1999,"PUBLIC",1,12,"F",0,"NEW",1,278,"High",0.01534296,0.894736842,"L",0,0.823529411764706,0.214285714285714,0.176470588235294,"critical","0"
0,4,1199,"PUBLIC",1,12,"F",0,"EXISTING",1,302,"High",0.047272727,0.866666667,"S",1,0,NA,0.0769230769230769,"critical","0"
0,4,1394,"PUBLIC",1,8,"G",0,"EXISTING",1,272,"Middle",0.005970149,0.8,"M-L",1,1,0.75,1,"small","0"
0,4,888,"PUBLIC",1,8,"I",0,"NEW",1,272,"Undefined",0.0075,0.9,"L",0,0.555555555555556,1.2,1,"small","0"
0,5,1731,"Private non-Christian",0,12,"Q",1,"EXISTING",0,264,"Middle",0.108333333,0.912280702,"S-M",1,0,NA,0.0192307692307692,"large","0"
0,3,889,"PUBLIC",1,8,"L",0,"NEW",1,273,"Middle",0.023136247,0.9,"M-L",1,0.666666666666667,0.333333333333333,0.444444444444444,"critical","0"
0,5,2000,"PUBLIC",1,9,"I",0,"NEW",1,237,"Middle",0.012589928,0.875,"S-M",0,0.714285714285714,0.4,0.285714285714286,"small","0"
1,5,1992,"PUBLIC",1,12,"H",0,"NEW",2,245,"High",0.072948328,0.923076923,"S",0,0.333333333333333,0.875,0.666666666666667,"safe","0"
0,5,1799,"PUBLIC",1,8,"H",0,"NEW",1,278,"Middle",0.023391813,0.75,"S-M",0,0.25,2.33333333333333,1.75,"critical","0"
1,5,1784,"PUBLIC",1,8,"N",0,"EXISTING",1,272,"Middle",0.029776675,0.923076923,"S-M",0,0.666666666666667,0,0.0833333333333333,"critical","0"
0,5,2055,"PUBLIC",1,8,"K",0,"EXISTING",1,237,"Middle",0.025714286,0.9,"M-L",1,0.777777777777778,0.142857142857143,0.111111111111111,"critical","0"
0,5,1999,"Catholic",1,12,"Q",0,"NEW",1,202,"Middle",0.03125,0.925925926,"M-L",1,0.68,0.470588235294118,0.32,"safe","0"
0,5,2005,"CHD",0,8,"D",1,"NEW",0,243,"Middle",0.070588235,0.857142857,"S",0,0.833333333333333,0.8,1.16666666666667,"small","0"
0,5,1989,"PUBLIC",1,7,"O",0,"NEW",1,264,"Middle",0.010344828,0.857142857,"M-L",0,0.333333333333333,1.5,1.16666666666667,"small","0"
0,5,1775,"PUBLIC",1,12,"D",0,"NEW",2,252,"High",0.001385681,0.75,"L",0,0,NA,1.33333333333333,"small","0"
0,1,396,"PUBLIC",0,6,"Q",1,"EXISTING",0,251,"Elementary",0.056925996,0.967741935,"S-M",1,0.1,0,0.0666666666666667,"safe","0"
0,5,2074,"PUBLIC",1,8,"Q",0,"NEW",1,244,"Middle",0.004291845,0.857142857,"L",1,1,0.166666666666667,0.333333333333333,"small","0"
0,5,1929,"PUBLIC",1,8,"L",0,"NEW",1,229,"Undefined",0.006554307,0.875,"L",1,0.714285714285714,1.2,1.14285714285714,"small","0"
0,6,2271,"PUBLIC",1,8,"O",0,"EXISTING",1,266,"Undefined",0.044660194,0.884615385,"S-M",1,0.608695652173913,0.0714285714285714,0.0434782608695652,"safe","0"
1,7,2549,"PUBLIC",1,8,"P",0,"EXISTING",1,300,"Middle",0.059250302,0.907407407,"L",0,0.897959183673469,0.613636363636364,0.653061224489796,"large","0"
0,7,2398,"PUBLIC",1,12,"B",0,"NEW",2,271,"High",0.009944751,0.9,"L",0,0.888888888888889,0.75,0.888888888888889,"small","0"
0,7,2449,"PUBLIC",1,8,"M",0,"NEW",1,280,"High",0.015923567,0.909090909,"L",1,0.45,0.333333333333333,0.2,"critical","0"
0,11,3884,"PUBLIC",1,12,"P",0,"NEW",1,251,"Undefined",0.001984127,0.833333333,"L",0,0,NA,0.4,"small","0"
0,11,3884,"PUBLIC",1,12,"Q",0,"NEW",1,398,"Undefined",0.008053691,0.9,"L",0,0.277777777777778,0,0.333333333333333,"critical","0"
0,11,3884,"PUBLIC",1,12,"O",0,"NEW",2,272,"Undefined",0.00143747,0.75,"L",0,0,NA,1,"small","0"
0,11,3884,"CHD",1,12,"J",0,"NEW",2,27,"Undefined",0.01754386,0.818181818,"S-M",0,0.222222222222222,0,0,"small","0"
0,3,386,"PUBLIC",1,8,"P1",0,"NEW",1,148,"Middle",0.119863014,0.957055215,"",1,0.358974358974359,0.160714285714286,0.0512820512820513,"large","0"
0,3,1058,"PUBLIC",1,8,"M",0,"EXISTING",1,185,"Middle",0.080838323,0.84375,"S",1,0.703703703703704,0.0526315789473684,0.037037037037037,"safe","0"
0,11,3884,"PUBLIC",1,12,"Q",0,"NEW",2,265,"Undefined",0.017241379,0.888888889,"L",1,0.125,0,0.1875,"critical","0"
0,11,3884,"PUBLIC",1,12,"N",0,"NEW",1,456,"Undefined",0.042979943,0.882352941,"S-M",0,0.266666666666667,0,0.466666666666667,"critical","0"
0,11,3098,"PUBLIC",1,12,"P",0,"NEW",1,245,"Undefined",0.002947368,0.875,"L",0,0.285714285714286,0,0.142857142857143,"small","0"
0,11,3884,"PUBLIC",1,12,"P",0,"NEW",2,229,"Undefined",0.002977456,0.875,"L",0,0.571428571428571,0,0.142857142857143,"small","0"
0,1,425,"PUBLIC",0,5,"I",0,"EXISTING",0,287,"Elementary",0.027692308,0.947368421,"M-L",1,0.111111111111111,0,0.0555555555555556,"critical","0"
0,4,449,"PUBLIC",1,8,"C",0,"NEW",2,162,"Middle",0.131944444,0.93442623,"S-M",0,0.842105263157895,0.208333333333333,0.192982456140351,"large","0"
0,5,2184,"PUBLIC",1,8,"L",0,"EXISTING",2,266,"Middle",0.04,0.909090909,"M-L",1,0.666666666666667,0.7,0.533333333333333,"safe","0"
1,5,2103,"PUBLIC",1,9,"N",0,"NEW",1,273,"High",0.012875536,0.9,"M-L",0,0.555555555555556,0.6,0.444444444444444,"small","0"
0,5,1984,"PUBLIC",1,8,"F",0,"NEW",1,274,"Middle",0.046153846,0.705882353,"S",0,0.666666666666667,0.5,0.5,"critical","0"
0,5,1949,"PUBLIC",1,6,"P",0,"NEW",1,260,"Middle",0.027210884,0.923076923,"S-M",0,0.75,0.333333333333333,0.166666666666667,"critical","0"
0,3,1149,"PUBLIC",1,8,"L",0,"EXISTING",1,179,"Middle",0.119736842,0.919191919,"M-L",1,0.791208791208791,0.125,0.131868131868132,"large","0"
0,5,1978,"PUBLIC",1,8,"J",0,"NEW",1,273,"Undefined",0.039506173,0.941176471,"S-M",0,0.4375,0.285714285714286,0.1875,"critical","0"
0,5,1875,"PUBLIC",1,8,"O",0,"EXISTING",1,287,"Middle",0.015,0.923076923,"M-L",1,0.833333333333333,0.3,0.166666666666667,"critical","0"
0,5,1846,"PUBLIC",1,8,"Z",0,"NEW",2,286,"Middle",0.050847458,0.923076923,"S",0,0.75,1.11111111111111,0.916666666666667,"critical","0"
0,5,2028,"PUBLIC",1,5,"P",0,"NEW",2,251,"Elementary",0.011627907,0.909090909,"L",1,0.5,0.6,0.6,"small","0"
0,5,2067,"CHD",1,12,"",0,"EXISTING",1,273,"Middle",0.004784689,0.9,"",0,0.777777777777778,0.142857142857143,0.111111111111111,"small","0"
0,5,2231,"PUBLIC",0,8,"J",0,"EXISTING",0,242,"Middle",0.021164021,0.888888889,"S-M",0,0.375,0.333333333333333,0.125,"small","0"
0,5,1881,"Catholic",1,8,"H",0,"NEW",1,246,"Middle",0.066666667,0.916666667,"S",0,1,0,0,"critical","0"
0,6,2411,"PUBLIC",1,8,"I",0,"EXISTING",1,273,"Middle",0.001196172,0.666666667,"L",1,0.5,1,1.5,"small","0"
0,5,2354,"PUBLIC",0,8,"K",0,"EXISTING",0,251,"Middle",0.005813953,0.833333333,"L",1,1,0.2,0.2,"small","0"
0,5,2078,"PUBLIC",1,6,"L",0,"EXISTING",2,274,"Middle",0.005,0.75,"M-L",0,0.333333333333333,1,0.333333333333333,"small","1"
0,3,399,"PUBLIC",1,12,"O",0,"NEW",1,128,"Undefined",0.025365104,0.942857143,"L",0,0.393939393939394,0.153846153846154,0.0606060606060606,"safe","0"
1,5,1999,"PUBLIC",0,8,"O",0,"NEW",0,231,"High",0.021649485,0.875,"L",1,0.619047619047619,0,0,"safe","0"
1,8,2527,"CHD",1,8,"Q",1,"EXISTING",1,273,"Middle",0.244725738,0.892307692,"S",0,0.724137931034483,0.214285714285714,0.189655172413793,"large","0"
0,3,399,"PUBLIC",0,8,"P",0,"NEW",0,181,"Middle",0.037261698,0.914893617,"L",1,0.744186046511628,0.15625,0.116279069767442,"large","0"
0,3,399,"Catholic",1,8,"J",0,"NEW",1,281,"Undefined",0.190243902,0.928571429,"S",0,0.641025641025641,0.16,0.128205128205128,"large","0"
1,4,1656,"PUBLIC",1,12,"G",0,"EXISTING",1,324,"High",0.08,0.857142857,"S",0,0.666666666666667,0.1875,0.208333333333333,"safe","0"
0,5,2187,"PUBLIC",1,9,"P",0,"EXISTING",2,280,"High",0.014373717,0.875,"S-M",1,0.571428571428571,0,0,"small","0"
0,5,2028,"PUBLIC",1,8,"H",0,"NEW",2,9,"High",0.03943662,0.933333333,"M-L",1,0.5,0.714285714285714,0.642857142857143,"safe","0"
0,5,2272,"PUBLIC",1,8,"H",0,"NEW",2,259,"Middle",0.008902077,0.857142857,"M-L",0,0.666666666666667,0.75,0.833333333333333,"small","0"
0,5,2044,"PUBLIC",1,8,"N",0,"NEW",2,267,"Middle",0.01744186,0.9375,"L",1,0.533333333333333,0.375,0.2,"critical","0"
0,5,1998,"PUBLIC",1,8,"J",0,"NEW",1,274,"Middle",0.013333333,0.9,"M-L",0,0.333333333333333,0,0.111111111111111,"small","0"
1,5,2002,"PUBLIC",1,12,"F",0,"EXISTING",2,131,"High",0.106666667,0.941176471,"S-M",0,0.583333333333333,0.178571428571429,0.104166666666667,"large","0"
0,5,1999,"Catholic",1,8,"E",0,"NEW",2,276,"Middle",0.034482759,0.875,"S",0,0.571428571428571,0.75,0.714285714285714,"small","0"
0,5,2443,"PUBLIC",1,8,"N",0,"EXISTING",1,253,"Middle",0.01,0.9375,"L",1,0.733333333333333,0.181818181818182,0.2,"critical","0"
0,5,1895,"PUBLIC",1,8,"O",0,"NEW",2,266,"Middle",0.011627907,0.909090909,"L",0,0.8,0.25,0.3,"small","0"
0,5,2386,"PUBLIC",1,8,"L",0,"EXISTING",1,268,"High",0.007317073,0.75,"L",1,0.666666666666667,0.75,0.666666666666667,"small","0"
0,5,1971,"PUBLIC",1,8,"K",0,"NEW",2,267,"Middle",0.011494253,0.8,"M-L",0,0.625,0,0.25,"small","0"
0,5,2249,"PUBLIC",1,9,"P",0,"EXISTING",1,254,"High",0.044678055,0.944444444,"M-L",1,0.558823529411765,0.0526315789473684,0.0588235294117647,"safe","0"
1,6,2107,"PUBLIC",1,8,"E",0,"EXISTING",1,232,"High",0.017142857,0.857142857,"M-L",1,0.666666666666667,0.125,0.0833333333333333,"critical","0"
0,7,2714,"PUBLIC",1,12,"O",0,"NEW",2,267,"High",0.007178751,0.833333333,"L",0,0.7,0.285714285714286,0.1,"small","0"
0,6,2470,"CHD",1,8,"O",0,"EXISTING",1,275,"Middle",0.051966292,0.914893617,"",1,0.697674418604651,0.0333333333333333,0.116279069767442,"large","0"
0,7,2155,"PUBLIC",0,8,"N",0,"NEW",0,285,"Middle",0.039823009,0.918367347,"L",1,0.311111111111111,0.285714285714286,0.155555555555556,"large","0"
0,5,460,"PUBLIC",1,8,"I",0,"NEW",2,148,"Middle",0.115839243,0.942307692,"S-M",0,0.551020408163265,0.296296296296296,0.163265306122449,"large","0"
0,7,2361,"PUBLIC",1,12,"P",0,"NEW",2,282,"High",0.017216643,0.857142857,"L",0,0.541666666666667,0.230769230769231,0.208333333333333,"safe","0"
0,7,2399,"PUBLIC",1,8,"Q",0,"EXISTING",2,268,"Middle",0.018396846,0.933333333,"M-L",1,0.571428571428571,0.25,0.142857142857143,"critical","0"
0,6,2476,"PUBLIC",1,8,"L",0,"EXISTING",1,259,"Middle",0.021666667,0.928571429,"M-L",0,0.538461538461538,0.571428571428571,0.692307692307692,"critical","0"
0,9,3799,"PUBLIC",1,12,"H",0,"NEW",1,282,"High",0.003076923,0.8,"L",0,0,NA,1,"small","0"
1,9,3439,"PUBLIC",1,12,"L",0,"NEW",1,273,"High",0.0025,0.833333333,"L",0,0.4,0.5,1.6,"small","0"
0,9,3499,"PUBLIC",1,12,"M",0,"NEW",1,280,"High",0.003508772,0.833333333,"L",0,0.2,0,1.4,"small","0"
0,5,1859,"PUBLIC",1,8,"N",0,"NEW",1,240,"Middle",0.032967033,0.9375,"S-M",1,0.466666666666667,0.142857142857143,0.2,"critical","0"
1,3,449,"PUBLIC",1,8,"E",0,"NEW",1,232,"Undefined",0.048,0.941176471,"L",1,0.770833333333333,0.162162162162162,0.145833333333333,"large","0"
0,6,2219,"PUBLIC",1,8,"L",0,"EXISTING",1,269,"Middle",0.019047619,0.857142857,"M-L",1,0.583333333333333,0.142857142857143,0.416666666666667,"critical","0"
0,6,2285,"PUBLIC",1,8,"O",0,"EXISTING",1,253,"Middle",0.071212121,0.903846154,"M-L",1,0.617021276595745,0.0344827586206897,0.0425531914893617,"large","0"
0,6,1039,"PUBLIC",1,8,"F",0,"EXISTING",1,185,"Middle",0.044854881,0.944444444,"M-L",1,0.529411764705882,0.111111111111111,0.0588235294117647,"safe","0"
0,8,2290,"PUBLIC",0,8,"J",0,"NEW",0,249,"Middle",0.1,0.869565217,"S",0,0.55,0.363636363636364,0.35,"critical","0"
0,4,1470,"PUBLIC",1,12,"H",0,"NEW",1,410,"Middle",0.043956044,0.941176471,"S-M",0,0.875,0.0714285714285714,0.0625,"critical","0"
0,4,1663,"PUBLIC",1,8,"O",0,"EXISTING",1,270,"Middle",0.036,0.923076923,"L",1,0.5,0.777777777777778,0.333333333333333,"large","0"
0,5,2305,"PUBLIC",1,8,"P",0,"EXISTING",1,269,"Middle",0.028460543,0.916666667,"M-L",1,0.5,0.181818181818182,0.0909090909090909,"safe","0"
0,5,2028,"PUBLIC",1,8,"H",0,"NEW",1,240,"Middle",0.01345895,0.909090909,"M-L",0,0.5,0.2,0.4,"small","0"
0,5,2043,"PUBLIC",1,8,"M",0,"EXISTING",1,277,"Middle",0.012738854,0.857142857,"L",0,0.416666666666667,0.8,0.25,"critical","0"
0,5,1829,"PUBLIC",1,8,"H",0,"NEW",1,269,"Middle",0.004810262,0.9,"L",0,0.555555555555556,0.6,0.666666666666667,"small","0"
1,5,2372,"Catholic",1,8,"N",0,"NEW",1,283,"Middle",0.025835866,0.894736842,"M-L",0,0.823529411764706,0.285714285714286,0.235294117647059,"critical","0"
0,5,1942,"PUBLIC",1,8,"L",0,"NEW",2,256,"Middle",0.026687598,0.894736842,"M-L",0,0.411764705882353,0.857142857142857,0.529411764705882,"critical","0"
0,5,2012,"PUBLIC",1,5,"O",0,"NEW",1,275,"Middle",0.042735043,0.909090909,"S",1,0.9,0.333333333333333,0.5,"small","0"
0,6,1039,"PUBLIC",1,8,"H",0,"EXISTING",1,185,"Middle",0.146723647,0.911504425,"M-L",1,0.524271844660194,0.185185185185185,0.12621359223301,"large","0"
1,5,1695,"Private non-Christian",0,12,"D",0,"NEW",0,264,"High",0.035087719,0.909090909,"S-M",1,0.55,0,0,"critical","0"
0,5,1966,"PUBLIC",1,9,"B",0,"EXISTING",1,283,"Middle",0.009483667,0.9,"L",0,0.777777777777778,0.714285714285714,1.11111111111111,"small","0"
0,5,2050,"PUBLIC",0,8,"M",0,"EXISTING",0,187,"Middle",0.003913043,0.9,"L",1,0.555555555555556,0.2,0.111111111111111,"small","0"
0,6,2305,"PUBLIC",1,8,"O",0,"EXISTING",1,267,"Middle",0.03,0.913043478,"M-L",0,0.714285714285714,0.2,0.238095238095238,"safe","0"
1,5,1849,"PUBLIC",1,6,"Q",0,"NEW",1,256,"Undefined",0.058823529,0.9,"S-M",0,0.518518518518518,0.214285714285714,0.111111111111111,"safe","0"
0,5,1779,"PUBLIC",1,8,"F",0,"NEW",2,271,"Middle",0.004612546,0.909090909,"L",1,0.1,2,0.8,"small","0"
0,5,1612,"PUBLIC",1,7,"K",0,"EXISTING",1,285,"Middle",0.06744868,0.92,"M-L",0,0.521739130434783,0.125,0.0652173913043478,"large","0"
1,6,2241,"Catholic",1,8,"O",0,"EXISTING",1,278,"Middle",0.152173913,0.897435897,"S",0,0.6,0.0476190476190476,0.0571428571428571,"safe","0"
0,4,1561,"PUBLIC",1,8,"P",0,"NEW",2,272,"Undefined",0.003846154,0.833333333,"L",0,1,0.2,0.2,"small","0"
0,5,1899,"PUBLIC",1,8,"G",0,"NEW",1,286,"High",0.036363636,0.888888889,"S",1,0.5,3.5,4.75,"small","0"
0,6,1039,"PUBLIC",1,8,"C",0,"EXISTING",1,185,"Middle",0.055319149,0.962962963,"S-M",1,0.769230769230769,0.1,0.0769230769230769,"safe","0"
0,5,2005,"PUBLIC",1,8,"O",0,"NEW",1,256,"Middle",0.014925373,0.916666667,"M-L",0,0.545454545454545,0.666666666666667,0.454545454545455,"critical","0"
0,5,1799,"PUBLIC",1,12,"N",0,"EXISTING",2,257,"Middle",0.0325,0.928571429,"S-M",0,0.846153846153846,0.0909090909090909,0.0769230769230769,"critical","0"
1,5,1828,"PUBLIC",1,8,"J",0,"NEW",2,286,"Middle",0.026455026,0.909090909,"S-M",0,0.4,0.75,0.4,"small","0"
0,5,1949,"PUBLIC",1,8,"L",0,"EXISTING",1,263,"Middle",0.022544283,0.903225806,"L",1,0.571428571428571,0.375,0.25,"safe","0"
